id,date,tweets,Emotions
5.528018477951263e+17,2015-01-07,The Secret Doctor A amp E is run on pure fear how much more can we take via,"1, , 2, 6, 3, 3, 3, 3, 5"
5.527953129776333e+17,2015-01-07,Are there any paramedics who would like to write about their job Can be anonymous Email healthcare com,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 4, 5, 6"
5.5279239317161574e+17,2015-01-07,What are your predictions and hopes for the NHS this year reveals hers,"1, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3"
5.527872809903268e+17,2015-01-07,RT I spent most of 2014 as a patient rather than a healthcare professional This is what I learned ht,"1, , 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 5"
5.5277692478817075e+17,2015-01-07,RT As usual on top form saying it how it is in the frontline of the NHS via,"3, , 3, 3, 3, 3, 3, 3, 4, 5"
5.5277683000110285e+17,2015-01-07,RT this is a super piece by on the strain the nhs is under amp what needs doing to fix it hint money http,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 5, 5"
5.527678245871493e+17,2015-01-07,RT Wonderful positive article to contrast the NHS doom and gloom in today s papers,"3, , 3, 3, 3, 3, 3, 3, 4, 6"
5.5276770426515046e+17,2015-01-07,RT Thoughtful well timed by Five predictions and hopes for the NHS in 2015,"1, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5"
5.527653823316255e+17,2015-01-07,MT Gd to see tackling mentalhealth stigma in list Look out for events to mark Blue Monday on 19,"2, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5"
5.527619800048722e+17,2015-01-07,Farage v the facts the truth about foreign doctors via,"3, , 3, 3, 3, 3, 3, 3, 3, 4, 4"
5.527600039340278e+17,2015-01-07,RT Worth reading on nhs amp mental health by especially right now with cuts and system facing a crisis http,"1, , 2, 6, 2, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4"
5.5275708582672384e+17,2015-01-07,New today Five predictions and hopes for the NHS in 2015 by,"1, , 3, 3, 3, 3, 3, 3, 3, 3, 3"
5.5274017912377754e+17,2015-01-07,Don t forget to sign up to the network to receive our free newsletter that goes out today,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 3, 4"
5.527286199029596e+17,2015-01-07,In case you missed it y day 2014 was the year the cracks began to show in the NHS,"3, , 3, 3, 4, 4, 4, 5"
5.525620447889367e+17,2015-01-06,Frontline staff are working flat out but the system can t cope with the number of patients coming through the door,"1, , 2, 6, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 6"
5.5254644884414874e+17,2015-01-06,Don t miss A new year s resolution for the NHS let s deliver a new leadership approach,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4"
5.525310912154829e+17,2015-01-06,Most read today 2014 was the year the cracks began to show in the NHS by,"3, , 3, 3, 3, 4, 4, 5"
5.52518392888832e+17,2015-01-06,RT Cracks beginning to appear in nhs excellent piece by,"1, , 2, 6, 3, 3, 3, 3, 4, 4, 4, 5"
5.5251566159200256e+17,2015-01-06,Some interesting comments on this week s blog from a doctor who had cancer ViewsfromtheNHSfrontline,"2, , 4, 5, 6, 3, 3, 3, 3, 3, 3, 3, 5, 3, 3, 3, 4, 5, 6"
5.525027428966318e+17,2015-01-06,RT Congratulations to St George s doctor receives award from Prime Minister,"1, , 3, 3, 3, 5, 4"
5.524963682629755e+17,2015-01-06,Position of the NHS as gold standard of health services is under threat warns,"1, , 3, 3, 3, 3, 3, 3, 4, 4, 4, 5"
5.524802614561546e+17,2015-01-06,Popular today 2014 was the year the cracks began to show in the NHS,"3, , 3, 3, 3, 4, 4, 5"
5.524773651973407e+17,2015-01-06,RT The cracks in the NHS are showing ever clearer Great blog in by leading GP,"3, , 3, 3, 3, 3, 3, 3, 4, 5"
5.5246213758336205e+17,2015-01-06,NHS is made of people doing the toughest and most rewarding jobs They deserve our support and our respect,"1, , 1, 2, 3, 3, 3, 3, 3, 3, 3"
5.524478017165107e+17,2015-01-06,Don t miss our first newsletter of the year tomorrow Sign up to get it free here,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 4"
5.524322069712937e+17,2015-01-06,Don t miss this week s ViewsfromtheNHSfrontline piece about a doctor writing about having cancer,"3, , 3, 3, 3, 3, 3, 3, 5, 3, 3, 4, 4, 6"
5.524279200868147e+17,2015-01-06,Brain drain Migrants are the lifeblood of the NHS it s time the UK paid for them via,"2, , 3, 3, 3, 3, 3, 4, 6"
5.5242076925987635e+17,2015-01-06,RT Thought provoking start 2 2015,"3, , 3, 3, 3, 3, 3, 5"
5.524168236147958e+17,2015-01-06,Universal healthcare the affordable dream long read today,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3"
5.524143358807941e+17,2015-01-06,The NHS can t survive without payment for frontline treatments via,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 6, 4, 4"
5.524109791000289e+17,2015-01-06,Hospital A amp E waiting times hit worst level on record via,"1, , 3, 3, 3, 4, 5"
5.524104300488499e+17,2015-01-06,Healthcare isn t a privilege or a charity it is a fundamental human right We need to fight for it NHS,"1, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 4"
5.5239769415798784e+17,2015-01-06,New today 2014 was the year the cracks began to show in the NHS writes,"3, , 3, 3, 3, 4, 4, 4, 5"
5.5238008137753395e+17,2015-01-06,Our first newsletter of 2015 goes out tomorrow Make sure you don t miss it by signing up to get it for free here,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 6"
5.52364706157953e+17,2015-01-06,In case you missed it What I learned as a cancer patient will make me a better doctor ViewsfromtheNHSfrontline,"1, , 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 4, 4, 4, 4, 6"
5.522009084029829e+17,2015-01-05,As I look towards the future as a doctor within the NHS I hope to use the lessons I have learned as a patient,"1, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4"
5.5218530668682445e+17,2015-01-05,Don t miss It s a privilege to watch anger replaced by need and vulnerability by a counsellor for homeless ppl,"1, , 2, 6, 3, 3, 3, 3, 3, 3, 4, 4, 4, 5, 5"
5.521689659259044e+17,2015-01-05,Popular today A new year s resolution for the NHS let s deliver a new leadership approach,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3"
5.5215519731810304e+17,2015-01-05,RT RobW couldn t agree more Thanks for ur insightful call to action supportleadership supporting,"1, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4"
5.5215435881384346e+17,2015-01-05,RT Now about to do on declaring emergency incidents and the pressures on A amp E Preceded by the ever excellent,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 5, 5, 6"
5.521532259868344e+17,2015-01-05,Most read today What I learned as a cancer patient will make me a better doctor ViewsfromtheNHSfrontline,"1, , 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 4, 4, 4, 6"
5.521528983823606e+17,2015-01-05,RT RobW Values without analytical skills like a carriage without a horse i e static a,"3, , 3, 3, 3, 3, 4, 4"
5.5214617295847424e+17,2015-01-05,RT RobW skills important Prof as a statistician too but without right values sub o,"2, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4"
5.5214151302801e+17,2015-01-05,RT Huge Thanks to all sport readers who have supported this year s appeal for menta,"3, , 3, 3, 3, 3, 3, 3, 3, 5"
5.521392913471365e+17,2015-01-05,RT RobW My piece in today things are tough It s time to define a new leadership culture based on values htt,"2, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3"
5.521389885141975e+17,2015-01-05,A day in the life of Working with those experiencing homelessness and personality disorder,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 6"
5.521362330909614e+17,2015-01-05,MT Well said looking forward to the report timeforchange inittogether,"1, , 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 3, 5"
5.5213067196012954e+17,2015-01-05,Is there a future for the NHS Event with Find out more,"3, , 3, 3, 3, 3, 3"
5.5211858726394675e+17,2015-01-05,MT A great piece by RobW balanced as ever and a helpful contribution,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 4, 6"
5.5211077066295296e+17,2015-01-05,RT Important New Year s blog by RobW for about need for focused amp collective NHS leadership htt,"2, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4"
5.5210827851657216e+17,2015-01-05,RT RobW Lack of analytically skills in NHS management chronic amp not remedied by public,"2, , 3, 3, 3, 3, 3, 3, 3, 4, 4, 4"
5.521067080097505e+17,2015-01-05,The upcoming Rose report on NHS leadership may be uncomfortable reading but could be the impetus to affect change,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4"
5.5210612420040294e+17,2015-01-05,RT Consistent messages about well led domain and collective leadership from Sir Stuart Rose,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 5"
5.5210604503710515e+17,2015-01-05,RT Rob Webster talking sense A new year s resolution for the NHS let s deliver a new leadership approach,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3"
5.5210219726648525e+17,2015-01-05,RT Full Stop Wonderful MT What I learned as a cancer patient will make me a better doctor,"1, , 3, 4, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 6"
5.520941149139886e+17,2015-01-05,How I did on Twitter this week 280 New Followers 101 Mentions 431K Mention Reach How d your week go via,"3, , 3, 3, 3, 3, 4"
5.520788129269965e+17,2015-01-05,Receiving treatment at the hospital where I work made me realise that sometimes it s the simple things that matter,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 6, 3, 3, 3, 4, 5, 5"
5.520756929939702e+17,2015-01-05,Put more money in or face public backlash says NHS chief Simon Stevens via,"1, , 2, 6, 3, 3, 3, 3, 3, 3, 4"
5.520606880517325e+17,2015-01-05,Just launched A new year s resolution for the NHS let s deliver a new leadership approach by RobW,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3"
5.520357652163625e+17,2015-01-05,New today What I learned as a cancer patient will make me a better doctor ViewsfromtheNHSfrontline,"1, , 3, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 4, 4, 4, 6"
5.517904297046999e+17,2015-01-04,What s a day in the life of a counsellor for homeless people like John Conolly explains all NHS,"3, , 3, 3, 3, 3, 3, 3, 3, 4, 4, 5"
5.51772326899884e+17,2015-01-04,Popular at the moment This Christmas I ll be on duty at the hospital where I was born NHS,"3, , 3, 3, 3, 3, 3, 4, 5"
5.5174742617687654e+17,2015-01-04,From the archives I love working in mental health but I can t do a good job on a shoestring NHS,"2, , 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3"
5.5170213271844045e+17,2015-01-04,Is NHS talent getting the recognition it deserves newyearhonours,"2, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3"
5.5167920448854016e+17,2015-01-04,Popular on the network It s a privilege to watch anger replaced by need and vulnerability,"1, , 2, 6, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 5"
5.514655292657664e+17,2015-01-03,Popular this week People with learning disabilities should not have to call a hospital home,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4"
5.514496836046684e+17,2015-01-03,Year in review ten of the best healthcare stories from 2014 NHS,"3, , 3, 3, 3, 3, 3, 5"
5.514184830831821e+17,2015-01-03,One from the archives Computer says no NHS IT was not designed to operate at this level,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 3, 4, 4"
5.514019133761864e+17,2015-01-03,From our partner NHS trust research activity national league table 2013 14 mapped,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3"
5.513711865048801e+17,2015-01-03,Don t miss It s a privilege to watch anger replaced by need and vulnerability,"1, , 2, 6, 3, 3, 3, 3, 4, 4, 5"
5.513550891687772e+17,2015-01-03,Don t miss this week s ViewsfromtheNHSfrontline blogpost about working in A amp E on NYE,"2, , 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 3, 3, 4"
5.513389688898314e+17,2015-01-03,Our weekly roundup of content will be going out on Wednesday Sign up to receive if for free here,"1, , 3, 4, 3, 3, 3, 3, 3, 3, 3, 4, 4"
5.513230943887073e+17,2015-01-03,Work for the NHS Would you like to write about your job Find out how here,"3, , 3, 3, 3, 3, 3, 4, 5"
5.511111994844406e+17,2015-01-02,Should NHS staff be recognised more in the New Year honours list,"3, , 3, 3, 3, 3, 3"
5.511019024740516e+17,2015-01-02,As the new year begins take a look at the network s 2014 highlights NHS healthcare,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4"
5.5108679236809114e+17,2015-01-02,Being entrusted with the lived experience of suffering and witnessing tangible progress is a unique experience,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4"
5.5107174372959846e+17,2015-01-02,Hearing tales of atrocity torture and abuse of power taught me to value what this country has to offer,"2, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 5"
5.510591244911288e+17,2015-01-02,Alcohol and A amp E should drunk people be kept out of hospital via,"3, , 3, 3, 4, 4"
5.5105663353554944e+17,2015-01-02,In the face of frequent uncomfortable structural change I try to remain focused on the individual and their needs,"1, , 2, 6, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4"
5.510552718131978e+17,2015-01-02,RT Yet more reaction from Doctors about drunkenness and A amp E HT,"1, , 3, 3, 3, 3, 3, 5, 3, 4"
5.51055173817471e+17,2015-01-02,RT Charging drunk patients in A amp E wouldn t sit right with my conscience Knowledgeable and intelligent,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 5"
5.510497981458227e+17,2015-01-02,A amp E in crisis a special report via,"3, "
5.5104399998991565e+17,2015-01-02,John Conolly works with homeless people as a counsellor and would like to help train health workers NHS,"3, , 3, 3, 3, 3, 3, 3, 3, 4, 5, 6"
5.510384252401992e+17,2015-01-02,What was A amp E like on NYE One nurse describes what working the night shift was like NHS,"3, , 3, 3, 3, 3, 5"
5.5101260957588275e+17,2015-01-02,Are you a member of our network Sign up for free here,"3, , 3, 3, 3, 3, 3, 3"
5.509955560307425e+17,2015-01-02,Just launched It s a privilege to watch anger replaced by need and vulnerability dayinthelife,"1, , 2, 6, 3, 3, 3, 3, 3, 3, 3, 4, 5"
5.509439907204956e+17,2015-01-02,Don t miss New Year honours NHS talent should get the recognition it deserves,"2, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4"
5.507266574141563e+17,2015-01-01,Want to know what A amp E staff faced last night One nurse reveals all NYE2015,"1, , 2, 6, 2, 3, 3, 3, 3, 3, 3, 4, 5"
5.5069596451250176e+17,2015-01-01,NHS talent should get the recognition it deserves newyearhonours,"2, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3"
5.5068063378192794e+17,2015-01-01,Are you a member of our network Join for free and receive free content to your inbox every week,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4"
5.506650052347822e+17,2015-01-01,Work in the NHS Would you like to write about what a day in your life is like Email healthcare com,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 5"
5.506451517065175e+17,2015-01-01,Work in the NHS Fancy writing for the network about an issue you face at work Find out how here,"1, , 2, 6, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5"
5.506237706127401e+17,2015-01-01,Should more NHS staff be represented in newyearhonours,"3, , 3, 3, 3, 3, 3"
5.506074522871603e+17,2015-01-01,Happy New Year,
5.5037837401142886e+17,2014-12-31,Comment on piece explaining what NYE2015 will be like in A amp E Drunks shd be banned told to go home amp sleep it off,"1, , 3, 4, 3, 3, 3, 4, 4, 4, 4, 5"
5.503632618628137e+17,2014-12-31,The more research active an organisation is the better the outcomes for patients video from our partner,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 4"
5.503481700230103e+17,2014-12-31,In autumn 2014 we started our ViewsfromtheNHSfrontline blog Catch up on entries so far here,"3, , 3, 3, 3, 3, 3, 5, 3, 4, 5"
5.503331239179182e+17,2014-12-31,Should NHS talent be recognised more in newyearhonours list,"3, , 3, 3, 3, 3, 3, 3"
5.503180160139346e+17,2014-12-31,Making drunk patients pay for emergency services might make night shifts better for medics but it is discriminatory,"3, , 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 5, 6, 6"
5.503029127404831e+17,2014-12-31,How NHS organisations should use social media,"3, , 3, 3, 3"
5.502877777958175e+17,2014-12-31,Ebola how NHS hospitals are preparing for an outbreak NHS Ebola,"3, , 3, 3, 3, 4, 4, 5"
5.5027369309649715e+17,2014-12-31,People will be ill accidents will happen but this is my job amp I ll do it to the best of my ability NYE2015 NHS,"1, , 3, 4, 3, 3, 3, 3, 5, 3, 3, 4, 5, 6"
5.502568279301366e+17,2014-12-31,What s NYE going to be like in A amp E One nurse reveals all NHS,"3, , 3, 3, 3, 3"
5.50240257912746e+17,2014-12-31,Return of Victorian diseases wearables GP burnout hellomynameis NHS funding and more in our pick of the year,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 4, 4, 5, 6"
5.502236400761037e+17,2014-12-31,Dr Scrooge meets the GP ghosts of past present and future,"3, , 3, 3, 3, 3, 4"
5.5020097992093696e+17,2014-12-31,In case you missed it yesterday newyearhonours NHS talent should get the recognition it deserves,"2, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4"
5.501924105468068e+17,2014-12-31,Have you signed up to join our network yet It s quick free and easy,"3, , 3, 3, 3, 3, 3, 3, 3, 3"
5.5002553929815654e+17,2014-12-30,Training exercises for medics in dealing with Ebola cases essential for stopping transmission of the virus NHS,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 4, 6, 6"
5.5001098912334234e+17,2014-12-30,Popular today New Year honours NHS talent should get the recognition it deserves newyearhonours,"2, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3"
5.499959287324508e+17,2014-12-30,Check out our picks of 2014 NHS healthcare,"3, , 3, 3, 3, 3, 3"
5.499808073060188e+17,2014-12-30,In 2013 only 26 of 73 Department of Health newyearhonours nominations were for women NHS,"3, , 3, 3, 3, 3, 3"
5.499656969903227e+17,2014-12-30,keen to encourage newyearhonours nominations from health care services and hopes for greater diversity,"1, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 4"
5.4995058310106726e+17,2014-12-30,Popular today New Year s Eve in A amp E drunk partygoers add to my workload,"3, , 3, 3, 3, 3, 3, 3, 4"
5.4993546757186355e+17,2014-12-30,How NHS hospitals are preparing for an Ebola outbreak,"3, , 3, 3, 3, 4, 4"
5.4992041116553626e+17,2014-12-30,As NYE approaches warns of the cost of drinking to society and the NHS,"1, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 5"
5.499052736371876e+17,2014-12-30,As 2014 draws to an end we look back at some of the network s highlights Happy New Year NHS healthcare,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4"
5.498908976606085e+17,2014-12-30,RT Don t wait for anyone s permission to do the right thing Start with patient safety and staff well being in your own de,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 5"
5.498894209590272e+17,2014-12-30,In our top 5 most read at the moment This Christmas I ll be on duty at the hospital where I was born,"1, , 2, 3, 3, 3, 3, 3, 3, 3, 3, 4, 5"
5.4988623028106035e+17,2014-12-30,Video the power of generalism featuring Ayan NHS,"3, , 3, 3, 3, 3, 3, 4"
5.49877419415724e+17,2014-12-30,RT Thank you readers you ve now raised 320 000 for our mental health appeal Keep following our blog in January here h,"2, , 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3"
5.498738375216333e+17,2014-12-30,Are five hour waits for ambulances the sad state of our healthcare system by for,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 4, 6"
5.4987218010927514e+17,2014-12-30,RT We re shining a light on xmashealthheroes amp tdy we salute the 12k health visitors working in the community,"1, , 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4"
5.498711685941289e+17,2014-12-30,Diet advice from overweight GPs more likely to be ignored finds survey via,"1, , 3, 3, 3, 3, 3, 3, 3, 5, 4, 4, 4, 4"
5.498670237619405e+17,2014-12-30,Comment on today s piece There s always a team behind every success amp that isn t recognised Awards go to individuals,"1, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3"
5.498549663161426e+17,2014-12-30,MT nhs Some people just get this compassion thing Humbling to read this Well said young man,"3, , 3, 3, 3, 3, 3, 3, 4, 5"
5.498529328047309e+17,2014-12-30,RT It is not solely NHS when hierarchy meets Behavioural Psychology new organisational designs,"3, , 3, 3, 3, 3, 3, 3, 4, 4"
5.49852854841004e+17,2014-12-30,RT laura 2015 looks set to see more organisational change restructures Also more training to improve leade,"3, , 3, 3, 3, 3, 3, 3, 3, 3"
5.498525199509832e+17,2014-12-30,RT what about good news nhs innovation Trusty transformational change amp,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 5"
5.498518952555356e+17,2014-12-30,RT Might be controversial charge them MT New Year s Eve in A amp E drunk partygoers add to workloads,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4"
5.498510146572165e+17,2014-12-30,RT Good coverage sha highlighting the importance of talking about mental health,"2, , 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3"
5.498509091872686e+17,2014-12-30,New today New Year honours NHS talent should get the recognition it deserves newyearhonours,"2, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3"
5.4983856068194304e+17,2014-12-30,Year in review ten of the best healthcare stories from 2014,"3, , 3, 3, 3, 3, 3, 5"
5.498330586652426e+17,2014-12-30,In case you missed it yesterday New Year s Eve in A amp E drunk partygoers add to my workload ViewsfromtheNHSfrontline,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 4, 4"
5.496689498774774e+17,2014-12-29,Sign up to receive our weekly newsletter packed with content for free,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 4"
5.4965358451032474e+17,2014-12-29,From our partner Why it is important to marry data quality with patient safety NHS,"2, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4"
5.4963651560986214e+17,2014-12-29,From the archives Charging drunk patients in A amp E wouldn t sit right with my conscience ViewsfromtheNHSfrontline,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 4, 4, 4"
5.4962066657654374e+17,2014-12-29,What have been your healthcare highlights this year Here are ours NHS,"3, , 3, 3, 3, 3, 3, 3, 3, 3"
5.496042874796974e+17,2014-12-29,Most read today New Year s Eve in A amp E drunk partygoers add to my workload ViewsfromtheNHSfrontline,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 4"
5.495889443088179e+17,2014-12-29,Lots of debate going on under today s piece on working NYE in A amp E Join in here,"3, , 3, 3, 3, 3"
5.495865426171658e+17,2014-12-29,NHS hampered by poor management structure Rose report claims via,"1, , 2, 3, 3, 3, 3, 3, 3, 3, 4"
5.495737318160712e+17,2014-12-29,What s it like working NYE in A amp E One nurse reveals all ViewsfromtheNHSfrontline NHS,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 5"
5.495722463110144e+17,2014-12-29,RT Absolutely A big incentive to strive for the NHS is that I expect to need it myself one day,"3, , 3, 3, 3, 3, 3, 3, 3, 5, 3, 3, 3, 4"
5.495663763028746e+17,2014-12-29,How I did on Twitter this week 161 New Followers 100 Mentions 185K Mention Reach How d your week go via,"3, , 3, 3, 3, 3, 4"
5.495622049375437e+17,2014-12-29,RT The NHS represents the good in us all The taxpayers who contribute the staff who work for it amp the patie,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 5"
5.4955297292171674e+17,2014-12-29,Have you signed up to our network yet It s free quick and easy,"3, , 3, 3, 3, 3, 3, 3, 3"
5.495363307459297e+17,2014-12-29,What were the hot healthcare topics of 2014 Catch up here NHS,"1, , 3, 3, 3, 3, 3, 3"
5.495351511943987e+17,2014-12-29,RT It s not only staff working in hospitals don t for get xmashealthheroes too working in the community,"2, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 6"
5.495347077222482e+17,2014-12-29,RT Safe These selfless professional and dedicated heroes of an overstretched NHS are the real reason we have the best healthcare,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3"
5.495119895808e+17,2014-12-29,People will still be ill and accidents will happen but this is my job and I will do it to the best of my ability,"1, , 3, 4, 3, 3, 3, 3, 3, 5, 3, 3, 3, 4, 4, 5, 6"
5.494971426128568e+17,2014-12-29,RT Social media is no longer a nice to have option for the NHS It is moving to become mission critical htt,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4"
5.4949434180766925e+17,2014-12-29,New today New Year s Eve in A amp E drunk partygoers add to my workload by ViewsfromtheNHSfrontline,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 4"
5.4949295211310285e+17,2014-12-29,RT richard too right where would we draw the line Alcohol related smoking related diet related extreme spo,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 5, 6"
5.4949217991655424e+17,2014-12-29,RT Year in review 10 of the best healthcare stories from 2014 Good to see mentalhealth,"3, , 3, 3, 3, 3, 3, 3, 5"
5.494920141493043e+17,2014-12-29,RT For twitter freshers eg I this is great Top tips on how NHS organisations should use social media http,"3, , 3, 3, 3, 3, 3, 3, 3, 5"
5.494918782831944e+17,2014-12-29,RT Large environmental impact also from pharmaceuticals Info at,"1, , 2, 6, 3, 3, 3, 3, 3, 3, 5, 3, 5, 6"
5.4949177857622016e+17,2014-12-29,RT most sustainable NHS would be one that prevents ill health and has an excellent standard of care right,"1, , 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 3, 4, 4, 4, 4, 4, 5, 6"
5.49491340548268e+17,2014-12-29,Year in review ten of the best healthcare stories from 2014,"3, , 3, 3, 3, 3, 3, 5"
5.494759703027425e+17,2014-12-29,Healthcare has a critical role to play in achieving social equality,"1, , 6, 3, 3, 3, 3, 3, 4"
5.4926204144204595e+17,2014-12-28,From our blog archive I love working in mental health but I can t do a good job on a shoestring,"2, , 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3"
5.492315641108439e+17,2014-12-28,Who would you like to see writing for the network in 2015 Tweet us or email healthcare com,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3"
5.49201151590015e+17,2014-12-28,How to create a more environmentally friendly NHS,"3, , 3, 3, 3, 3, 3, 3, 4"
5.491704176638689e+17,2014-12-28,Top tips on how NHS organisations should use social media,"3, , 3, 3, 3, 3, 5"
5.491404831301427e+17,2014-12-28,Healthcare revolution must emphasise community care Read the report from our recent roundtable discussion,"2, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 3"
5.488958511756083e+17,2014-12-27,Are you a member of our community Join here it s quick and it s free,"2, , 3, 3, 3, 3, 3, 3"
