id,date,tweets,Emotions
4.5108913870014464e+17,2014-04-01,Beyond The Fog Of Spin And Doubt What Has ACA Achieved,"3, "
4.510500100171653e+17,2014-04-01,Fraud Found In Study Claiming Fast Easy Stem Cells,"3, , 5"
4.510420706778317e+17,2014-04-01,People Who Are Still Uninsured May Turn To Community Clinics,"1, , 2, 3, 3, 3, 4, 4"
4.510262167539794e+17,2014-04-01,OMG I m More Popular Than Ever But They re Still Bullying Me,"3, , 4"
4.510023228736307e+17,2014-04-01,Woes Frustrate Last Minute Shoppers And Helpers,"3, , 3, 3"
4.507506691550986e+17,2014-03-31,British Drugmaker Funds Research On Chronic Disease In Africa,"3, , 3, 3, 3, 3, 3, 3"
4.507468775546143e+17,2014-03-31,How Your Face Shows Happy Disgust,"1, , 2, 6, 5"
4.507270225122058e+17,2014-03-31,As Soldiers Return Who Is Caring For The Caregivers,"3, , 3, 3, 3, 5, 4, 4"
4.50727019102208e+17,2014-03-31,Cause For Hope And Frustration In the Shadow Of ACA Deadline,"3, , 3, 5"
4.507270093001196e+17,2014-03-31,Orthotic Brace Takes Soldiers From Limping To Leaping,"1, , 1, 2, 6, 3, 4, 4"
4.507113895862108e+17,2014-03-31,Glitches Return To As Enrollment Clock Expires,"2, , 3, 3, 3, 3"
4.506800714186957e+17,2014-03-31,Weight Loss Surgery Can Reverse Diabetes But Cure Is Elusive,"3, , 3, 3"
4.5056643498522624e+17,2014-03-31,Why All Fat Is Not Created Equal,
4.505386502210273e+17,2014-03-31,Obamacare Rolls Into N H Like A Political Campaign And Wins,"3, , 3"
4.505386404734648e+17,2014-03-31,Rethinking Fat The Case For Adding Some Into Your Diet,"3, , 3, 3"
4.503815967600886e+17,2014-03-30,Everybody Has A Price Why This Invincible Chose Insurance,"3, , 3"
4.502634634371564e+17,2014-03-30,Why Paper Prescriptions Are Going The Way Of Snail Mail,"1, , 3, 3, 5"
4.502634487109509e+17,2014-03-30,What A Small Town s Teen Pregnancy Turnaround Can Teach The U S,"3, , 3, 3, 3, 3, 3"
4.502360146241249e+17,2014-03-30,Ending Polio Paves The Way For India To Stop A Childhood Killer,"3, , 4"
4.4995642583432806e+17,2014-03-29,West Virginia s Governor Vetoes Abortion Ban,"3, , 4"
4.499526795490877e+17,2014-03-29,Latinos Wary Of All Out Push To Sign Up For ACA,
4.4987765101287424e+17,2014-03-29,Tape Of Hobby Lobby Case Shows Justices Gender Differences,"4, , 5"
4.4966940706144666e+17,2014-03-28,A Third Of School Age Kids May Have Risky Cholesterol Levels,"3, "
4.4963770264467456e+17,2014-03-28,Why Playing Minecraft Might Be More Healthy For Kids Than TV,"3, , 3, 3"
4.495867468045599e+17,2014-03-28,Tax Change Helps Abused Spouses Get Health Insurance Subsidies,"3, , 3, 4"
4.495788250687324e+17,2014-03-28,West Africans Worried About Ebola Outbreak,"3, , 3, 4"
4.494488453577523e+17,2014-03-28,Why We Got Fatter During the Fat Free Food Boom,"3, , 3"
4.494488323973612e+17,2014-03-28,Obamacare s National Enrollment Looks OK But States Matter More,"3, , 3, 3"
4.4930324483815424e+17,2014-03-27,How Being Ignored Helped A Woman Discover The Breast Cancer Gene,"1, , 3, 3, 3, 4"
4.493032410632888e+17,2014-03-27,Southeast Asia Free Of Polio As India Declares Health Victory,"3, , 3, 3"
4.492795896556626e+17,2014-03-27,Custom Chromo First Yeast Chromosome Built From Scratch,"1, , 2, 3, 3, 3"
4.4926776472149606e+17,2014-03-27,Higher Autism Numbers May Not Mean An Actual Increase In Kids,"3, , 5"
4.4922850749147136e+17,2014-03-27,Marathon Training Lowers Heart Disease Risk In Middle Aged Men,"3, , 3, 3, 4"
4.491971963410227e+17,2014-03-27,A Booming Economy Doesn t Save Children From Malnutrition,"4, "
4.489534608392929e+17,2014-03-26,Brain Changes Suggest Autism Starts In The Womb,"3, , 3, 3"
4.489219842780979e+17,2014-03-26,That Health Insurance Deadline Now Comes With Wiggle Room,
4.488906549746811e+17,2014-03-26,A Silent Killer Returns Live Chat With Filmmaker On Fighting TB,"3, , 3, 3, 3, 4"
4.4889064908589056e+17,2014-03-26,Therapists Apps Aim To Help With Mental Health Issues,"3, "
4.488551820680438e+17,2014-03-26,1 In 25 Hospital Patients Picks Up An Infection There,"3, "
4.488551760156426e+17,2014-03-26,Adulterated Bottles Of Weight Loss Drug Discovered In 7 States,"1, , 3, 3, 3, 3"
4.488237166972191e+17,2014-03-26,In California Asian Americans Flock To Health Coverage,"3, , 3, 3, 3, 3"
4.4876495206128026e+17,2014-03-26,Most People Don t Know The Health Insurance Deadline Looms,
4.486552264807752e+17,2014-03-26,Some Will Get Extra Time To Enroll In Health Insurance,"3, , 4"
4.4857230599665664e+17,2014-03-25,Thinking Of Retiring Consider Your Health,"3, , 3, 3, 3"
4.485566992598999e+17,2014-03-25,The Sources And Symptoms Of A Disease With A Global Reputation,"3, , 3, 3, 3"
4.4855281548539904e+17,2014-03-25,Birth Control Mandate Goes Under High Court Microscope,"3, , 3, 6"
4.485528107080827e+17,2014-03-25,Facing Ebola Outbreak Officials Must Contain Both Virus And Panic,"4, "
4.485528030828421e+17,2014-03-25,90 Day Grace Period Under New Health Law Has Insurers Flustered,"1, , 1, 2, 6, 3, 4"
4.4854890735037645e+17,2014-03-25,Tuberculosis Roars Back With A Deadly Edge,
4.485449998738432e+17,2014-03-25,You Yawn She Doesn t Yawn Back Uh Oh,
4.485370758940795e+17,2014-03-25,Pollution From Home Stoves Kills Millions Of People Worldwide,"3, , 4"
4.485331742602199e+17,2014-03-25,Wal Mart Recalls Cuddle Care Dolls Because They Can Burn,"3, , 3, 3, 3, 3, 3"
4.484819630960353e+17,2014-03-25,Why Alzheimer s Hits Women Harder,"3, "
4.484740288150487e+17,2014-03-25,Can Fear of Cancer Keep College Kids From Binge Drinking,"3, , 3, 3"
4.484701578121994e+17,2014-03-25,Last Chance To Ask About Health Law Before Sign Up Deadline,"3, , 3"
4.483599090467717e+17,2014-03-25,Hobby Lobby Contraceptive Case Goes Before Supreme Court,"1, , 2, 6, 3, 3, 5"
4.482107984944865e+17,2014-03-24,Ebola Breaks Out In West Africa For The First Time,
4.481833607628104e+17,2014-03-24,When Mothers Get Moving Children Are More Active Too,"3, , 3, 3"
4.481519272393441e+17,2014-03-24,Apples Vs Oranges Google Tool Offers Ultimate Nutrition Smackdown,"3, , 3, 3, 3"
4.481519136456253e+17,2014-03-24,Kids Benefit From Counseling At The Pediatrician s Office,
4.4803753003463885e+17,2014-03-24,Battery Powered Headband Helps Prevent Migraines,"1, , 3, 3, 3, 3, 4"
4.480021806628496e+17,2014-03-24,Connecticut Customers Rush To Retail Store To Buy Obamacare,"3, , 3, 3, 3, 3, 4"
4.479982759042089e+17,2014-03-24,Final Call For Questions On Health Insurance As Deadline Looms,"3, "
4.47668095662846e+17,2014-03-23,Don t Birth That Baby In A Tub Doctors Say But Midwives Disagree,"3, "
4.4729891930782925e+17,2014-03-22,Remember Fat Free Mania Take Our Survey,"3, "
4.471376509027246e+17,2014-03-21,Insurance Chief Suggests Adding A New Lower Level Of Health Plan,"3, , 4"
4.4711796901376e+17,2014-03-21,OK To Vape In The Office Cities Feds and Firms Still Deciding,"3, , 3, 4"
4.4703140625895424e+17,2014-03-21,Saturated Fat Is Back,"3, "
4.4701957854397645e+17,2014-03-21,Teenage Drinkers Go For High End Liquor And Cheap Beer Too,"3, , 3"
4.47003720044118e+17,2014-03-21,Lack Of Working Sewers Allows Haiti s Cholera Outbreak To Persist,"3, , 3, 4"
4.4693652986935706e+17,2014-03-21,Lack Of Working Sewers Allows Haiti s Cholera Outbreak To Persist,"3, , 3, 4"
4.467442613717852e+17,2014-03-20,Never Mind Eyesight Your Nose Knows Much More,"3, , 3, 3, 4"
4.466929502992466e+17,2014-03-20,Screening Immigrants For TB Pays Dividends In U S,"2, , 4"
4.466774446452449e+17,2014-03-20,Exercise Cuts Breast Cancer Risk For All Women Everywhere,"3, , 3, 3, 5"
4.46657833816191e+17,2014-03-20,French Fry Conspiracy Genes Can Make Fried Foods More Fattening,
4.466420925471416e+17,2014-03-20,Cholesterol Guidelines Could Lead To Statins For Half Of Adults,
4.464179771061207e+17,2014-03-19,Alzheimer s Diagnosis Expanding To Catch Early Warning Signs,"3, "
4.46390456843137e+17,2014-03-19,Ad For Surgical Robot Violated University of Illinois Policies,"3, , 3"
4.46382504434348e+17,2014-03-19,Most U S Women Wouldn t Know A Stroke If They Saw Or Felt One,
4.463785034625843e+17,2014-03-19,To Save Her Husband s Life A Woman Fights For Access To TB Drugs,"3, , 3"
4.463784848860324e+17,2014-03-19,Alzheimer s Estimates Draw Attention To How The Disease Is Defined,"3, , 3, 3, 3, 3, 3"
4.4637847331393126e+17,2014-03-19,In ACA March Madness Obama s Bracket Is Just A Role Player,"3, , 3, 3, 3, 3"
4.463705417172951e+17,2014-03-19,Half Of Americans Believe In Medical Conspiracy Theories,"3, , 3, 3, 4"
4.463587874571837e+17,2014-03-19,Could Our Food Supply Be A Target For Terrorists,"4, , 4"
4.4633128960854016e+17,2014-03-19,Doctors Say Obamacare Rule Will Stick Them With Unpaid Bills,"3, , 3, 3, 4"
4.463233608430633e+17,2014-03-19,Why A Sweet Tooth May Have Been An Evolutionary Advantage For Kids,"2, , 3, 3"
4.460525895791698e+17,2014-03-18,Anti Flu Drugs Saved Lives During 2009 Pandemic,"3, , 3, 3"
4.460288309315543e+17,2014-03-18,With Less Financial Security Older Workers Stay On The Job,
4.4602505370494566e+17,2014-03-18,Teens Say They Don t Text Or Drink While Driving Kinda,
4.460208941843374e+17,2014-03-18,Young People Are Falling Into A Health Insurance Subsidy Gap,"3, "
4.459925775617925e+17,2014-03-18,Chocolate Turns Into Heart Helpers By Gut Bacteria,"3, , 3, 3, 3, 3"
4.4597144786160845e+17,2014-03-18,Opting Out Of Your Insurance Plan s Network Can Be Costly,"3, "
4.4595459632255386e+17,2014-03-18,What You Need To Know As Health Care Deadline Looms,
4.459326998494781e+17,2014-03-18,Yes It s A Headache No You Don t Need A Brain Scan,"3, , 4"
4.459075187414262e+17,2014-03-18,Don t Fear The Fat Experts Question Saturated Fat Guidelines,"3, , 3"
4.458434987222835e+17,2014-03-18,Despite Setbacks Bipartisan Support Remains For Colorado Exchange,"3, , 3, 3, 3"
4.458434664429036e+17,2014-03-18,Obamacare Enrollment Surges Past 5 Million,"3, , 3, 3, 4"
4.456864773351916e+17,2014-03-17,Big Drop In Colon Cancer Fuels Push To Get More People Screened,
4.4564666106735e+17,2014-03-17,Scientists Search For Toxins In Cigarette Smoke Residue,"3, , 4"
4.456308313656156e+17,2014-03-17,Even If You Don t Have Symptoms You May Still Have The Flu,"3, , 3, 4"
4.4530553363380224e+17,2014-03-16,Parenting In The Age Of Apps Is That iPad Help Or Harm,
4.452544486552576e+17,2014-03-16,Wife And Mother You d Never Suspect My Junkie Past,"3, , 3, 3, 3"
4.4516777939030016e+17,2014-03-16,Inside The Barely Legal World Of Designer Drugs,"3, , 3, 3, 3"
4.449283264071639e+17,2014-03-15,When Loved Ones Go Missing Ambiguity Can Hold Grief Captive,"3, , 3, 4, 4"
4.448691591264543e+17,2014-03-15,Gay Couples Entitled To Equal Family Health Coverage Fed Says,"3, , 3, 3"
4.4477856024743526e+17,2014-03-15,House Passes Payment Fix For Medicare Docs But At What Cost,"3, , 3, 4"
4.4476272704343245e+17,2014-03-15,Rethinking The Five Second Rule With Carpet There s No Rush,"3, , 3, 3, 3, 4"
4.445743555869614e+17,2014-03-14,Companies Tap Celebrity Power For Extreme Vegetable Makeover,"3, , 3, 3, 3, 3, 4"
4.445666493964206e+17,2014-03-14,Lawmakers Seek To Lay Roadblock To Powerful Painkiller,"3, , 3, 3, 3, 4, 4, 6"
4.445586106353132e+17,2014-03-14,Seniors Pay While Congress Argues Over Medicare Pay For Doctors,"3, "
4.4455472501948826e+17,2014-03-14,See More Eat More The Geography Of Fast Food,"3, , 3"
4.444779936881213e+17,2014-03-14,Young Women Increasingly Turn To ADHD Drugs,"3, , 3, 3, 4"
4.444701364984504e+17,2014-03-14,What If Our Health Care System Kept Us Healthy,
4.442480624168018e+17,2014-03-13,States Rebellion Against Food Stamp Cuts Grows,"3, , 3, 5"
4.4420833872144384e+17,2014-03-13,Electronic Headband Prevents Migraines With Tiny Jolts,"3, , 3, 3, 3"
4.4420830821627085e+17,2014-03-13,Google s Flu Tracker Suffers From Sniffles,
4.442044242823741e+17,2014-03-13,Wake Up And Smell The Caffeine It s A Powerful Drug,"3, , 4, 5"
4.441806519865344e+17,2014-03-13,HIV Can Spread Through Sexual Contact Between Women,"3, , 3"
4.441446421209006e+17,2014-03-13,Statins Might Not Cause Aching Muscles But Diabetes Risk Is Real,"3, "
4.441239036951347e+17,2014-03-13,Advice For Eating Well On A Tight Budget From A Mom Who s Been There,"3, , 4, 5"
4.438933811653509e+17,2014-03-12,Foul Weather Begets Foul Moods Online,"3, "
4.4384201578502144e+17,2014-03-12,How A Series Of Mistakes Hobbled Minnesota s Health Exchange,"3, , 3, 3, 3"
4.438182765989806e+17,2014-03-12,Healthier Patients May Have To Wait For Costly Hepatitis C Drugs,"3, , 3, 3"
4.4378995018655744e+17,2014-03-12,Who Says Food Porn Has To Be Dominated By Junk Food,
4.4378150382298726e+17,2014-03-12,Mix Of Gut Microbes May Play Role In Crohn s Disease,"1, , 2, 6, 2, 3, 3, 3"
4.436577640326267e+17,2014-03-12,You Might Pay A Lot More Than 95 For Skipping Health Insurance,
4.434970013808722e+17,2014-03-11,Health Care Enrollments Up But Still Well Short Of Goal,"3, , 3, 4, 5"
4.434969963938734e+17,2014-03-11,Whole Genome Scans Aren t Quite Ready For Your Doctor s Office,"3, "
4.4349698753130906e+17,2014-03-11,Obesity Linked To Lower Grades Among Teen Girls,"3, , 4"
4.434890851102269e+17,2014-03-11,Young People Lag Behind In Health Insurance Enrollment,"3, , 3"
4.43477376639316e+17,2014-03-11,March Marks A Crucible For Obamacare As Deadline Nears,"3, , 3, 3, 5"
4.434773713335132e+17,2014-03-11,To Sell Health Care To Young People Obama Steps Between Two Ferns,"3, , 5"
4.434773611581522e+17,2014-03-11,Genetic Sequencing May Not Be Ready To Become Routine,"3, , 3, 3, 3"
4.4344578866939085e+17,2014-03-11,Tiny In Nose Filters Aim To Keep Allergies At Bay,
4.4341797889836646e+17,2014-03-11,On Identity Depression and Listening Andrew Solomon Answers Your Questions,"3, , 3, 5, 5"
4.434059076411187e+17,2014-03-11,Deadline Nears To Buy Or Switch Obamacare Coverage,"2, , 3, 3, 3, 3"
4.431383380991754e+17,2014-03-10,As Health Law Takes Hold Rate Of Uninsured Falls,"1, , 3, 4, 4"
4.431188019874365e+17,2014-03-10,Casinos Sites Of Excess Might Actually Help Families Slim Down,"3, , 3, 4, 4"
4.43114351973503e+17,2014-03-10,Memories Can Go Astray When We Step Outside Our Bodies,"3, , 4, 4, 5"
4.430547269851628e+17,2014-03-10,Why Kids Leave The E R With Concussions,
4.429189296235766e+17,2014-03-10,Of Cigs And Selfies Teens Imitate Risky Behavior Shared Online,"1, , 3"
4.4263257666709504e+17,2014-03-09,A Senator s Long And Patient Recovery From Stroke,"3, , 3, 3"
4.423535781081416e+17,2014-03-08,When Facts Are Scarce ER Doctor Turns Detective To Decide On Care,"3, , 3"
4.422829943177912e+17,2014-03-08,Affordable Care Act Isn t Perfect But It s A Pretty Good Structure,"3, , 3, 3"
4.42282986373804e+17,2014-03-08,Reaching The Young And Uninsured On A Texas Campus,"1, , 3, 4"
4.420594262670295e+17,2014-03-07,Military Training Gives U S Paralympic Biathletes An Edge,"3, "
4.419849285115781e+17,2014-03-07,Seeking Solutions For Sexual Aggression Against Women In Bars,"3, , 3, 3"
4.419768850025267e+17,2014-03-07,Actuaries In Denver Will Get First Peek At Obamacare s Full Cost,"3, , 3, 4"
4.4194097137936384e+17,2014-03-07,How Do You Construct A Voice,
4.4194093818146e+17,2014-03-07,Can A Prosthetic Limb Feel,"3, "
4.419409094085386e+17,2014-03-07,How Can We All Listen Better,
4.418661115254661e+17,2014-03-07,Sports Medicine Pioneer Frank Jobe Dies At 88,"3, , 3"
4.418542933105828e+17,2014-03-07,From War In The Desert To Murder Ball On Ice,"3, "
4.4174054428523725e+17,2014-03-07,Second Baby Cleared Of HIV Rare Event Or Hope For Others,"1, , 3, 4"
4.417211638073508e+17,2014-03-06,Almost 500 Foods Contain The Yoga Mat Compound Should We Care,"1, , 2, 3"
4.4171313274279526e+17,2014-03-06,Obama Pitches Health Care Law To Latinos In Bid To Boost Enrollment,"2, , 3"
4.416815521880023e+17,2014-03-06,Texas Abortion Restrictions Shutter Two More Clinics,"3, , 4"
4.4168153817062605e+17,2014-03-06,Hoping To Boost Latino ACA Enrollment Obama Turns To Town Hall,"3, , 3, 3, 3"
4.416620322662646e+17,2014-03-06,For Some People Music Truly Doesn t Make Them Happy,
4.4161813940340736e+17,2014-03-06,Teens Who Try E Cigarettes Are More Likely To Try Tobacco Too,
4.415901215155896e+17,2014-03-06,Florida s Insurers Push To Sell Health Coverage to Latinos,"3, , 5"
4.415140957542277e+17,2014-03-06,Florida Has A High Rate Of Latinos Without Health Insurance,"3, "
4.415023449669755e+17,2014-03-06,GAO To Probe State Based Health Exchanges,"1, , 2, 6, 2, 3"
4.414905229101097e+17,2014-03-06,NPR RSS Error,
4.414866177656381e+17,2014-03-06,Selling Health Care To California s Latinos Got Lost In Translation,"3, , 5"
4.4146308150001664e+17,2014-03-06,2 Year Extension Offered For Canceled Health Plans,"1, , 6"
4.413923781468488e+17,2014-03-06,A Third Of Nursing Home Patients Harmed By Their Treatment,"3, , 4"
4.413256078722621e+17,2014-03-05,To Clean Drinking Water All You Need Is A Stick,"3, , 3"
4.413256036989092e+17,2014-03-05,Beer As A Post Workout Recovery Drink Not As Crazy As It Sounds,"3, , 3, 3, 3"
4.413021618596946e+17,2014-03-05,Edgy Washington State Ads Urge Young People To Buy Insurance,"1, , 3, 4"
4.412667045893939e+17,2014-03-05,Cities Take The Lead In Regulating Electronic Cigarettes,
4.412266574587003e+17,2014-03-05,Eat Plants And Prosper For Longevity Go Easy On The Meat Study Says,"2, , 3"
4.412110610483282e+17,2014-03-05,Eat Plants And Prosper For Longevity Go Easy On The Meat Study Says,"2, , 3"
4.409953992018493e+17,2014-03-04,Palliative Chemo Can Make It More Likely You ll Die In The ICU,"3, "
4.409602835492413e+17,2014-03-04,Among Soldiers Risk Of Suicide May Have Surprising Roots,"3, , 4, 4, 4"
4.409128734478828e+17,2014-03-04,Health Law Provides No Guarantees Of Access To Birthing Centers,"2, , 3, 3, 3"
4.408100441462088e+17,2014-03-04,When It Comes To Vaccines Science Can Run Into A Brick Wall,"3, , 4"
4.407744835911844e+17,2014-03-04,Drugmakers Slash Spending On Doctors Sales Talks,"3, , 3, 3, 3, 3, 4, 4"
4.407744800931472e+17,2014-03-04,Flagging Down Taxi Drivers To Sign Up For Obamacare,"3, , 3, 3"
4.4062168317546496e+17,2014-03-03,If He s Sexually Aggressive In Bars It s Not Because He s Drunk,"3, , 3, 3"
4.405786599469957e+17,2014-03-03,Dunk Now Pay Later Elite College Players May Suffer In Middle Age,"3, , 3, 3, 3"
4.404056246569042e+17,2014-03-03,Evidence On Marijuana s Health Effects Is Hazy At Best,
4.404056184661115e+17,2014-03-03,Marijuana May Hurt The Developing Teen Brain,"3, "
4.403544163364618e+17,2014-03-03,Noise Machines To Help Babies Sleep Can Raise Quite A Din,
4.401072875714642e+17,2014-03-02,FDA To Increase Access To Generic Morning After Pills,"3, , 3, 4, 5"
4.395222984295997e+17,2014-02-28,Magic Overdose Drug Works But Demand And Price On The Rise,"3, , 3"
4.3951435894767206e+17,2014-02-28,Just One Dose Of Many Common Medicines Can Kill A Child,"3, , 4"
4.395065734390252e+17,2014-02-28,Tips To Take Back The Dinner Table From Picky Eaters,"3, , 3"
4.394632883094241e+17,2014-02-28,A Strong Sex Life Helps Couples Cope With The Trials Of Aging,
4.3941205669800346e+17,2014-02-28,A Strong Sex Life Helps Couples Cope With The Trials Of Aging,
4.3934524625454285e+17,2014-02-28,CBO Assesses Affordable Care Act s Economic Effects,"3, , 3, 3, 4"
4.393177031325983e+17,2014-02-28,Connecticut Looks To Sell Its Obamacare Exchange To Other States,"3, , 3, 3, 3, 4, 5"
4.3916481253514445e+17,2014-02-27,Young Doesn t Mean Invincible When It Comes To Strokes,
4.391453299259556e+17,2014-02-27,With New Food Labels Back Of The Box Gets A Makeover,"3, "
4.391016583587635e+17,2014-02-27,Stethoscopes Do As Much Dirty Work As Hands In Spreading Germs,"3, , 3, 6"
4.390938382970512e+17,2014-02-27,Dr Yogi Physicians Integrate Yoga Into Medical Practice,"3, , 3"
4.390817619017933e+17,2014-02-27,Dr Yogi Physicians Integrate Yoga Into Medical Practice,"3, , 3"
4.390738623999754e+17,2014-02-27,Blood Test Provides More Accurate Prenatal Testing For Down Syndrome,"2, , 4, 5, 6, 3, 3, 3"
4.3905536699192525e+17,2014-02-27,Well the news is out is leaving for Kaiser Family Foundation Happy for her Sad for us,"3, , 3, 3, 3, 5"
4.390381241952133e+17,2014-02-27,Anti Abortion Push Has Spain Debating Definition Of Progress,"2, , 4"
4.389697526783017e+17,2014-02-27,Anti Abortion Push Has Spain Debating Definition Of Progress,"2, , 4"
4.38906775967105e+17,2014-02-27,First Look The FDA s Nutrition Label Gets A Makeover,"3, "
4.388434698897981e+17,2014-02-27,More Hints That Dad s Age At Conception Helps Shape A Child s Brain,"3, "
4.38809907392168e+17,2014-02-26,Maybe That BPA In Your Canned Food Isn t So Bad After All,
4.3880450104756224e+17,2014-02-26,DNA Based Blood Test For Down Syndrome Is Much More Accurate,"3, , 3, 3"
4.387982745529385e+17,2014-02-26,Massachusetts Launches Health Care Shopping Experiment,"3, , 3, 3, 3, 3, 4"
4.387929172355564e+17,2014-02-26,Scientists Question Safety Of Genetically Altering Human Eggs,"3, , 3, 3, 3"
4.387877917205545e+17,2014-02-26,You Got What In The Mail Home Test Boosts Colon Cancer Screening,"3, "
4.387267024755344e+17,2014-02-26,One Last Journey For Organ Donors Speeds Transplants,"2, , 2, 3, 3, 4"
4.387202545971487e+17,2014-02-26,One Last Journey For Organ Donors Speeds Transplants,"2, , 2, 3, 3, 4"
4.386446025147105e+17,2014-02-26,Critics Question FDA s Approval Of Zohydro,"3, "
4.384220055417733e+17,2014-02-25,For Those Unable To Talk A Machine That Speaks Their Voice,"3, , 3, 5"
4.384166342238003e+17,2014-02-25,New Rules Would Curb How Kids Are Sold Junk Food At School,"4, "
4.383890313875292e+17,2014-02-25,Overlooked Virus May Be Cause Of Paralyzing Disease In California,"3, , 3, 3, 3, 3"
4.383654304583598e+17,2014-02-25,Can A Doctor Really Can Demand An Extra 75 Up Front,"3, , 3"
4.383529910922363e+17,2014-02-25,Scant Evidence To Support Vitamins Against Cancer Heart Disease,"2, , 3, 3, 3, 3, 3"
4.382979487752684e+17,2014-02-25,Mammogram Uncertainty Gives Patients Doctors More Reason To Talk,"3, , 3"
4.382427943235789e+17,2014-02-25,Doctors Offices Get Put On Hold Trying to Find Out Who s Insured,"1, , 4"
4.382362965036524e+17,2014-02-25,A Is For Anxiety G Is For Guilt The ABCs Of Breast Cancer,"3, "
4.381851581693501e+17,2014-02-25,Deadly MERS Virus Circulates Among Arabian Camels,"3, "
4.38075985628758e+17,2014-02-24,Sriracha Chemistry How Hot Sauces Perk Up Your Food And Your Mood,"3, "
4.3805523564353946e+17,2014-02-24,Mammogram Uncertainty Gives Patients Doctors More Reason To Talk,"3, , 3"
4.380367182233846e+17,2014-02-24,Legal Drinking Age Of 21 Saves Lives Even Though It s Flouted,"3, , 3, 3"
4.3800504890454426e+17,2014-02-24,Why Pediatricians Want To Check 9 Year Olds Cholesterol,"2, , 3"
4.378777871529083e+17,2014-02-24,Orphans Lonely Beginnings Reveal How Parents Shape A Child s Brain,"3, , 3, 3"
4.370150031627469e+17,2014-02-22,Alcoholics Learn To Make Their Own Beer In Canadian Program,"3, "
4.369950997684101e+17,2014-02-21,For More Organ Donors Just Head To The Local DMV,"4, "
4.36982375109886e+17,2014-02-21,Overdiagnosis Could Be Behind Jump In Thyroid Cancer Cases,"3, "
4.369753512487158e+17,2014-02-21,For More Organ Donors Just Head To The Local DMV,"4, "
4.369468344442675e+17,2014-02-21,Enterprising Girl Scout Sells Cookies Outside Marijuana Clinic,"3, , 3, 3, 4, 5"
4.3692891758975386e+17,2014-02-21,How Dogs Read Our Moods Emotion Detector Found In Fido s Brain,"3, "
4.369081430510305e+17,2014-02-21,Ads Focused On A Few Drug Risks Might Make Them Memorable,"3, , 3, 3"
4.367941537340129e+17,2014-02-21,As Deadline Nears State Insurance Exchanges Still A Mixed Bag,"3, , 3, 4"
4.36622226088276e+17,2014-02-20,Doctors Urge Patience And Longer Labor To Reduce C Sections,
4.365705121444741e+17,2014-02-20,Flu Strikes Younger Adults Hard This Year,"3, "
4.365596188029993e+17,2014-02-20,Tiny Iron Particles Help Find Cancer Without Using Risky Radiation,"3, , 3, 3, 4"
4.3653425577959424e+17,2014-02-20,Online Doctor Ratings About As Useful As Those For Restaurants,"2, , 3"
4.3629598021728666e+17,2014-02-20,Insurance Not Injuries May Determine Who Goes To Trauma Centers,"3, , 3, 3"
4.362583537158881e+17,2014-02-19,Bluish Light May Help Alzheimer s Patients Find Bearings,"3, "
4.362531467055596e+17,2014-02-19,Parents And Teens Aren t Up To Speed On HPV Risks Doctors Say,"2, "
4.362480102057206e+17,2014-02-19,As Execution Drugs Run Dry Attention Turns To Source Of Shortage,"3, , 3, 3, 4"
4.3623227795440845e+17,2014-02-19,What s the outlook for involved parents who like beer Asking for a friend,"1, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 5"
4.362030360764334e+17,2014-02-19,Sit More And You re More Likely To Be Disabled After Age 60,"3, "
4.3615221424429466e+17,2014-02-19,We re looking for a summer multimedia intern on desk Paid position Lots of fun Apply now,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3"
4.361517970075443e+17,2014-02-19,We re looking for a summer editorial intern on desk It s fun and paid Apply now,"3, , 3, 3, 3, 3, 3, 3, 3, 3"
4.36094897414996e+17,2014-02-19,Insurance Marketplace Prices Vary Regarding Location,"1, , 2, 6, 3, 5"
4.360759892702986e+17,2014-02-19,Elusive Goal A Transparent Price List For Health Care,"3, , 3"
4.360707518051246e+17,2014-02-19,As Health Crisis Looms Cameroon Cracks Down On Illegal Clinics,"2, , 3, 3"
4.35892388478079e+17,2014-02-18,Babies Who Eat Too Well May Be On The Path To Obesity,"3, , 5"
4.358696144685138e+17,2014-02-18,IVF Baby Boom Births From Fertility Procedure Hit New High,
4.3584294816999424e+17,2014-02-18,is looking for editorial and multimedia interns paid for this summer Deadline 3 15 Apply now,"3, , 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3"
4.358377669924086e+17,2014-02-18,When A Prescription For Pain Pills Becomes A Gateway To Addiction,"1, , 3, 3, 4, 5"
4.358042359772201e+17,2014-02-18,Despite Law Health Plans Refuse Medical Claims Related To Suicide,"3, , 3, 3"
4.35727174860288e+17,2014-02-18,More U S Companies Switch To High Deductible Health Plans,"2, , 3"
4.353463329169326e+17,2014-02-17,Finessing Health Coverage When To Buy Insurance For A New Baby,"3, , 3, 4"
4.353393045007442e+17,2014-02-17,Candy Flavors Put E Cigarettes On Kids Menu,"3, "
4.351631014793257e+17,2014-02-16,Worth The Pain A Life Transformed Overnight By Meningitis,"3, , 3"
4.351270215100703e+17,2014-02-16,Research Shows New Flu Viruses Often Arise In Domestic Animals,"3, , 3, 3, 3, 3, 5"
4.350565130829947e+17,2014-02-16,It s Proven To Save Lives So Why Is Maine Opposed To Narcan,"3, , 5, 3, 3"
